set,path,label,x_min,y_min,x_max,y_min,x_max,y_max,x_min,y_max
TEST,images/2021-10-04-23-43-08-946002.jpg,honors-south,0.8564453125,0.0,,,0.951171875,0.11328125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,dots-2,0.0,0.142578125,,,0.0947265625,0.2373046875,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-3,0.142578125,0.142578125,,,0.2373046875,0.2177734375,,
TEST,images/2021-10-04-23-43-08-946002.jpg,honors-white,0.28515625,0.142578125,,,0.3798828125,0.25,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-7,0.427734375,0.142578125,,,0.5224609375,0.240234375,,
TEST,images/2021-10-04-23-43-08-946002.jpg,bamboo-5,0.5712890625,0.142578125,,,0.666015625,0.2431640625,,
TEST,images/2021-10-04-23-43-08-946002.jpg,dots-3,0.7138671875,0.142578125,,,0.80859375,0.2392578125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-2,0.8564453125,0.142578125,,,0.951171875,0.2666015625,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-3,0.0,0.28515625,,,0.0947265625,0.3720703125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,dots-1,0.142578125,0.28515625,,,0.2373046875,0.3798828125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,bamboo-4,0.28515625,0.28515625,,,0.3798828125,0.3583984375,,
TEST,images/2021-10-04-23-43-08-946002.jpg,honors-north,0.427734375,0.28515625,,,0.5224609375,0.38671875,,
TEST,images/2021-10-04-23-43-08-946002.jpg,bamboo-6,0.5712890625,0.28515625,,,0.666015625,0.388671875,,
TEST,images/2021-10-04-23-43-08-946002.jpg,honors-west,0.7138671875,0.28515625,,,0.80859375,0.365234375,,
TEST,images/2021-10-04-23-43-08-946002.jpg,dots-9,0.8564453125,0.28515625,,,0.951171875,0.36328125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,dots-2,0.0,0.427734375,,,0.0947265625,0.517578125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-4,0.142578125,0.427734375,,,0.2373046875,0.544921875,,
TEST,images/2021-10-04-23-43-08-946002.jpg,dots-7,0.28515625,0.427734375,,,0.3798828125,0.52734375,,
TEST,images/2021-10-04-23-43-08-946002.jpg,bamboo-7,0.427734375,0.427734375,,,0.5224609375,0.5283203125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-3,0.5712890625,0.427734375,,,0.666015625,0.5244140625,,
TEST,images/2021-10-04-23-43-08-946002.jpg,bamboo-7,0.7138671875,0.427734375,,,0.80859375,0.5224609375,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-1,0.8564453125,0.427734375,,,0.951171875,0.5068359375,,
TEST,images/2021-10-04-23-43-08-946002.jpg,honors-east,0.0,0.5712890625,,,0.0947265625,0.6767578125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,bamboo-5,0.142578125,0.5712890625,,,0.2373046875,0.650390625,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-4,0.28515625,0.5712890625,,,0.3798828125,0.677734375,,
TEST,images/2021-10-04-23-43-08-946002.jpg,dots-7,0.427734375,0.5712890625,,,0.5224609375,0.671875,,
TEST,images/2021-10-04-23-43-08-946002.jpg,bamboo-8,0.5712890625,0.5712890625,,,0.666015625,0.64453125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-7,0.7138671875,0.5712890625,,,0.80859375,0.6533203125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,honors-west,0.8564453125,0.5712890625,,,0.951171875,0.6826171875,,
TEST,images/2021-10-04-23-43-08-946002.jpg,honors-east,0.0,0.7138671875,,,0.0947265625,0.8310546875,,
TEST,images/2021-10-04-23-43-08-946002.jpg,honors-green,0.142578125,0.7138671875,,,0.2373046875,0.7841796875,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-8,0.28515625,0.7138671875,,,0.3798828125,0.830078125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-2,0.427734375,0.7138671875,,,0.5224609375,0.8251953125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-2,0.5712890625,0.7138671875,,,0.666015625,0.830078125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,bamboo-5,0.7138671875,0.7138671875,,,0.80859375,0.8056640625,,
TEST,images/2021-10-04-23-43-08-946002.jpg,honors-red,0.8564453125,0.7138671875,,,0.951171875,0.7861328125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,dots-3,0.0,0.8564453125,,,0.0947265625,0.9521484375,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-5,0.142578125,0.8564453125,,,0.2373046875,0.9658203125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,honors-south,0.28515625,0.8564453125,,,0.3798828125,0.9638671875,,
TEST,images/2021-10-04-23-43-08-946002.jpg,dots-5,0.427734375,0.8564453125,,,0.5224609375,0.9619140625,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-1,0.5712890625,0.8564453125,,,0.666015625,0.955078125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,dots-5,0.7138671875,0.8564453125,,,0.80859375,0.9580078125,,
TEST,images/2021-10-04-23-43-08-946002.jpg,characters-1,0.8564453125,0.8564453125,,,0.951171875,0.9423828125,,
TRAIN,images/2021-10-04-23-43-09-69213.jpg,bamboo-6,0.0,0.0,,,0.2216796875,0.220703125,,
TRAIN,images/2021-10-04-23-43-09-69213.jpg,characters-8,0.3330078125,0.0,,,0.5546875,0.20703125,,
TRAIN,images/2021-10-04-23-43-09-69213.jpg,dots-4,0.666015625,0.0,,,0.8876953125,0.2578125,,
TRAIN,images/2021-10-04-23-43-09-69213.jpg,bamboo-8,0.0,0.3330078125,,,0.2216796875,0.6103515625,,
TRAIN,images/2021-10-04-23-43-09-69213.jpg,dots-8,0.3330078125,0.3330078125,,,0.5546875,0.5625,,
TRAIN,images/2021-10-04-23-43-09-69213.jpg,characters-8,0.666015625,0.3330078125,,,0.8876953125,0.552734375,,
TRAIN,images/2021-10-04-23-43-09-69213.jpg,characters-3,0.0,0.666015625,,,0.2216796875,0.8916015625,,
TRAIN,images/2021-10-04-23-43-09-69213.jpg,characters-7,0.3330078125,0.666015625,,,0.5546875,0.859375,,
TRAIN,images/2021-10-04-23-43-09-69213.jpg,bamboo-9,0.666015625,0.666015625,,,0.8876953125,0.86328125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-6,0.0,0.0,,,0.0947265625,0.0966796875,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-4,0.142578125,0.0,,,0.2373046875,0.0908203125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-8,0.28515625,0.0,,,0.3798828125,0.11328125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,dots-7,0.427734375,0.0,,,0.5224609375,0.0830078125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,dots-8,0.5712890625,0.0,,,0.666015625,0.0791015625,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-1,0.7138671875,0.0,,,0.80859375,0.095703125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-4,0.8564453125,0.0,,,0.951171875,0.080078125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-8,0.0,0.142578125,,,0.0947265625,0.2421875,,
TEST,images/2021-10-04-23-43-09-363401.jpg,dots-2,0.142578125,0.142578125,,,0.2373046875,0.26171875,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-3,0.28515625,0.142578125,,,0.3798828125,0.2314453125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,dots-7,0.427734375,0.142578125,,,0.5224609375,0.2451171875,,
TEST,images/2021-10-04-23-43-09-363401.jpg,dots-5,0.5712890625,0.142578125,,,0.666015625,0.224609375,,
TEST,images/2021-10-04-23-43-09-363401.jpg,honors-south,0.7138671875,0.142578125,,,0.80859375,0.267578125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-3,0.8564453125,0.142578125,,,0.951171875,0.2666015625,,
TEST,images/2021-10-04-23-43-09-363401.jpg,honors-north,0.0,0.28515625,,,0.0947265625,0.3671875,,
TEST,images/2021-10-04-23-43-09-363401.jpg,honors-east,0.142578125,0.28515625,,,0.2373046875,0.3583984375,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-1,0.28515625,0.28515625,,,0.3798828125,0.38671875,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-3,0.427734375,0.28515625,,,0.5224609375,0.390625,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-3,0.5712890625,0.28515625,,,0.666015625,0.3876953125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,dots-8,0.7138671875,0.28515625,,,0.80859375,0.3564453125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-7,0.8564453125,0.28515625,,,0.951171875,0.38671875,,
TEST,images/2021-10-04-23-43-09-363401.jpg,honors-red,0.0,0.427734375,,,0.0947265625,0.533203125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-1,0.142578125,0.427734375,,,0.2373046875,0.5234375,,
TEST,images/2021-10-04-23-43-09-363401.jpg,dots-3,0.28515625,0.427734375,,,0.3798828125,0.533203125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,honors-north,0.427734375,0.427734375,,,0.5224609375,0.5244140625,,
TEST,images/2021-10-04-23-43-09-363401.jpg,honors-east,0.5712890625,0.427734375,,,0.666015625,0.5048828125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,honors-south,0.7138671875,0.427734375,,,0.80859375,0.5302734375,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-6,0.8564453125,0.427734375,,,0.951171875,0.5,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-6,0.0,0.5712890625,,,0.0947265625,0.6728515625,,
TEST,images/2021-10-04-23-43-09-363401.jpg,dots-2,0.142578125,0.5712890625,,,0.2373046875,0.671875,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-4,0.28515625,0.5712890625,,,0.3798828125,0.69140625,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-9,0.427734375,0.5712890625,,,0.5224609375,0.693359375,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-5,0.5712890625,0.5712890625,,,0.666015625,0.6650390625,,
TEST,images/2021-10-04-23-43-09-363401.jpg,honors-east,0.7138671875,0.5712890625,,,0.80859375,0.69140625,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-3,0.8564453125,0.5712890625,,,0.951171875,0.65234375,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-3,0.0,0.7138671875,,,0.0947265625,0.7958984375,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-2,0.142578125,0.7138671875,,,0.2373046875,0.8173828125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,honors-white,0.28515625,0.7138671875,,,0.3798828125,0.81640625,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-1,0.427734375,0.7138671875,,,0.5224609375,0.8134765625,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-8,0.5712890625,0.7138671875,,,0.666015625,0.8056640625,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-3,0.7138671875,0.7138671875,,,0.80859375,0.833984375,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-5,0.8564453125,0.7138671875,,,0.951171875,0.82421875,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-6,0.0,0.8564453125,,,0.0947265625,0.9521484375,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-7,0.142578125,0.8564453125,,,0.2373046875,0.9677734375,,
TEST,images/2021-10-04-23-43-09-363401.jpg,bamboo-1,0.28515625,0.8564453125,,,0.3798828125,0.935546875,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-7,0.427734375,0.8564453125,,,0.5224609375,0.9736328125,,
TEST,images/2021-10-04-23-43-09-363401.jpg,characters-1,0.5712890625,0.8564453125,,,0.666015625,0.9560546875,,
TEST,images/2021-10-04-23-43-09-363401.jpg,dots-6,0.7138671875,0.8564453125,,,0.80859375,0.9375,,
TEST,images/2021-10-04-23-43-09-363401.jpg,honors-red,0.8564453125,0.8564453125,,,0.951171875,0.9736328125,,
TRAIN,images/2021-10-04-23-43-09-453287.jpg,characters-8,0.0,0.0,,,0.3330078125,0.2802734375,,
TRAIN,images/2021-10-04-23-43-09-453287.jpg,characters-9,0.5,0.0,,,0.8330078125,0.36328125,,
TRAIN,images/2021-10-04-23-43-09-453287.jpg,bamboo-9,0.0,0.5,,,0.3330078125,0.81640625,,
TRAIN,images/2021-10-04-23-43-09-453287.jpg,bamboo-7,0.5,0.5,,,0.8330078125,0.771484375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-3,0.0,0.0,,,0.0830078125,0.0830078125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-6,0.125,0.0,,,0.2080078125,0.068359375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-3,0.25,0.0,,,0.3330078125,0.1015625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-2,0.375,0.0,,,0.4580078125,0.0810546875,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-4,0.5,0.0,,,0.5830078125,0.0859375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-5,0.625,0.0,,,0.7080078125,0.0849609375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-8,0.75,0.0,,,0.8330078125,0.1064453125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-5,0.875,0.0,,,0.9580078125,0.0703125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-1,0.0,0.125,,,0.0830078125,0.220703125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-9,0.125,0.125,,,0.2080078125,0.22265625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-6,0.25,0.125,,,0.3330078125,0.2197265625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-red,0.375,0.125,,,0.4580078125,0.2109375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-4,0.5,0.125,,,0.5830078125,0.220703125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-east,0.625,0.125,,,0.7080078125,0.208984375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-6,0.75,0.125,,,0.8330078125,0.2080078125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-red,0.875,0.125,,,0.9580078125,0.2177734375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-2,0.0,0.25,,,0.0830078125,0.31640625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-9,0.125,0.25,,,0.2080078125,0.32421875,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-1,0.25,0.25,,,0.3330078125,0.3203125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-5,0.375,0.25,,,0.4580078125,0.3515625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-7,0.5,0.25,,,0.5830078125,0.3251953125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-5,0.625,0.25,,,0.7080078125,0.359375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-7,0.75,0.25,,,0.8330078125,0.3291015625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-7,0.875,0.25,,,0.9580078125,0.3310546875,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-west,0.0,0.375,,,0.0830078125,0.443359375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-6,0.125,0.375,,,0.2080078125,0.4736328125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-5,0.25,0.375,,,0.3330078125,0.439453125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-7,0.375,0.375,,,0.4580078125,0.4560546875,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-6,0.5,0.375,,,0.5830078125,0.4501953125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-white,0.625,0.375,,,0.7080078125,0.4697265625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-red,0.75,0.375,,,0.8330078125,0.4814453125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-3,0.875,0.375,,,0.9580078125,0.46875,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-6,0.0,0.5,,,0.0830078125,0.5830078125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-9,0.125,0.5,,,0.2080078125,0.59375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-6,0.25,0.5,,,0.3330078125,0.59375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-2,0.375,0.5,,,0.4580078125,0.6083984375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-7,0.5,0.5,,,0.5830078125,0.5751953125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-1,0.625,0.5,,,0.7080078125,0.5712890625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-south,0.75,0.5,,,0.8330078125,0.57421875,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-3,0.875,0.5,,,0.9580078125,0.5634765625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-7,0.0,0.625,,,0.0830078125,0.7099609375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-south,0.125,0.625,,,0.2080078125,0.7109375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-1,0.25,0.625,,,0.3330078125,0.7119140625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-east,0.375,0.625,,,0.4580078125,0.7060546875,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-6,0.5,0.625,,,0.5830078125,0.708984375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-4,0.625,0.625,,,0.7080078125,0.7041015625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-9,0.75,0.625,,,0.8330078125,0.72265625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-1,0.875,0.625,,,0.9580078125,0.7041015625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,characters-1,0.0,0.75,,,0.0830078125,0.8505859375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-3,0.125,0.75,,,0.2080078125,0.8271484375,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-south,0.25,0.75,,,0.3330078125,0.8134765625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-2,0.375,0.75,,,0.4580078125,0.826171875,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-7,0.5,0.75,,,0.5830078125,0.8388671875,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-white,0.625,0.75,,,0.7080078125,0.8330078125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-4,0.75,0.75,,,0.8330078125,0.8291015625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-7,0.875,0.75,,,0.9580078125,0.830078125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,dots-7,0.0,0.875,,,0.0830078125,0.9453125,,
TEST,images/2021-10-04-23-43-09-807455.jpg,honors-north,0.125,0.875,,,0.2080078125,0.9619140625,,
TEST,images/2021-10-04-23-43-09-807455.jpg,bamboo-8,0.25,0.875,,,0.3330078125,0.9423828125,,
